event_id,discipline,category,athlete_id,rank,qualification_rank,qualification_score,semi_final_rank,semi_final_score,final_rank,final_score
1366,boulder,women,12859,43,43,3T6z 11 21,,,,
1366,boulder,women,12649,44,44,3T6z 12 15,,,,
1366,boulder,women,1526,45,45,3T5z 3 7,,,,
1366,boulder,women,3068,46,46,3T5z 5 7,,,,
1366,boulder,women,3850,47,47,3T5z 6 7,,,,
1366,boulder,women,12386,48,48,2T6z 2 7,,,,
1366,boulder,women,12499,49,49,2T6z 2 10,,,,
1366,boulder,women,11557,50,50,2T6z 5 11,,,,
1366,boulder,women,3042,51,51,2T6z 6 11,,,,
1366,boulder,women,2908,52,52,2T6z 9 12,,,,
1366,boulder,women,13362,53,53,2T5z 2 7,,,,
1366,boulder,women,4375,54,54,2T5z 3 7,,,,
1366,boulder,women,2811,55,55,2T5z 4 6,,,,
1366,boulder,women,1453,56,56,2T5z 5 7,,,,
1366,boulder,women,11660,57,57,2T5z 5 11,,,,
1366,boulder,women,1039,58,58,2T5z 6 9,,,,
1366,boulder,women,13127,59,59,2T4z 5 7,,,,
1366,boulder,women,363,60,60,1T6z 1 10,,,,
1366,boulder,women,13344,61,61,1T6z 1 13,,,,
1366,boulder,women,12778,62,62,1T6z 3 7,,,,
1366,boulder,women,12623,63,63,1T5z 2 7,,,,
1366,boulder,women,4374,64,64,1T5z 10 10,,,,
1366,boulder,women,3805,65,65,1T4z 3 8,,,,
1366,boulder,women,15654,66,66,1T4z 3 10,,,,
1366,boulder,women,8846,67,67,1T4z 4 7,,,,
1366,boulder,women,14479,68,68,1T4z 6 11,,,,
1366,boulder,women,13395,69,69,0T6z 0 12,,,,
1366,boulder,women,12349,70,70,0T4z 0 9,,,,
1366,boulder,women,2424,71,71,0T2z 0 3,,,,
1366,boulder,women,12563,72,72,0T1z 0 1,,,,
1355,boulder,women,1803,1,1,4T5z 6 7,,,1,3T4z 3 10
1355,boulder,women,11462,2,5,3T5z 7 11,,,2,3T4z 6 6
1355,boulder,women,11621,3,7,3T4z 4 4,,,3,3T4z 6 13
1355,boulder,women,2501,4,4,3T5z 3 5,,,4,2T4z 2 7
1355,boulder,women,1811,5,8,3T4z 5 4,,,5,2T3z 2 7
1355,boulder,women,2327,6,11,3T4z 6 7,,,6,2T3z 4 5
1355,boulder,women,4330,7,12,3T4z 7 6,,,,
1355,boulder,women,13021,8,6,3T5z 8 9,,,,
1355,boulder,women,12537,9,13,3T4z 9 8,,,,
1355,boulder,women,12297,10,2,4T5z 7 7,,,,
1355,boulder,women,14008,11,17,2T4z 3 5,,,,
1355,boulder,women,11653,12,9,3T4z 5 5,,,,
1355,boulder,women,1130,13,9,3T4z 5 5,,,,
1355,boulder,women,1226,14,15,2T5z 3 13,,,,
1355,boulder,women,12947,15,19,2T4z 4 6,,,,
1355,boulder,women,1629,16,19,2T4z 4 6,,,,
1355,boulder,women,1750,17,3,4T5z 10 8,,,,
1355,boulder,women,4260,18,14,3T4z 10 7,,,,
1355,boulder,women,1181,19,16,2T5z 7 20,,,,
1355,boulder,women,3121,20,18,2T4z 3 7,,,,
1355,boulder,women,2369,21,21,2T4z 4 13,,,,
1355,boulder,women,4328,22,22,2T4z 5 11,,,,
1355,boulder,women,13020,23,23,2T4z 8 6,,,,
1355,boulder,women,12451,24,24,2T4z 8 11,,,,
1355,boulder,women,3161,25,25,2T4z 9 10,,,,
1355,boulder,women,12336,26,26,2T4z 13 21,,,,
1355,boulder,women,553,27,27,1T5z 1 10,,,,
1355,boulder,women,1137,28,28,1T5z 1 11,,,,
1355,boulder,women,1990,29,29,1T5z 5 17,,,,
1355,boulder,women,3986,30,30,1T4z 2 9,,,,
1355,boulder,women,1243,31,31,1T4z 4 10,,,,
1355,boulder,women,1270,32,32,1T4z 4 14,,,,
1355,boulder,women,14060,33,33,1T4z 6 11,,,,
1355,boulder,women,4018,34,34,1T4z 8 12,,,,
1355,boulder,women,2021,35,35,1T3z 1 4,,,,
1355,boulder,women,3086,36,36,1T3z 2 5,,,,
1355,boulder,women,1565,37,37,1T3z 3 3,,,,
1355,boulder,women,14970,38,38,1T3z 5 14,,,,
1355,boulder,women,14977,39,39,1T3z 6 20,,,,
1355,boulder,women,13661,40,40,1T2z 2 2,,,,
1355,boulder,women,13975,41,41,1T2z 3 14,,,,
1355,boulder,women,676,42,42,1T2z 6 6,,,,
1355,boulder,women,1916,43,43,1T2z 6 7,,,,
1355,boulder,women,13974,44,44,1T2z 7 5,,,,
1355,boulder,women,13023,45,45,1T1z 2 2,,,,
1355,boulder,women,12474,46,46,0T3z 0 11,,,,
1355,boulder,women,11464,47,47,0T2z 0 3,,,,
1355,boulder,women,3204,48,48,0T2z 0 5,,,,
1355,boulder,women,12735,49,49,0T2z 0 8,,,,
1355,boulder,women,12901,50,50,0T2z 0 9,,,,
1355,boulder,women,13890,51,51,0T2z 0 10,,,,
1355,boulder,women,13902,52,52,0T2z 0 11,,,,
1355,boulder,women,4206,53,53,0T2z 0 14,,,,
1355,boulder,women,15586,54,54,0T2z 0 16,,,,
1355,boulder,women,12308,55,55,0T0z 0 0,,,,
1355,speed,women,1999,1,1,6.57 (PaR),,,1,6.55
1355,speed,women,2878,2,3,6.94,,,2,FALL
1355,speed,women,3014,3,4,7.08,,,3,6.94
1355,speed,women,2879,4,2,6.93,,,4,7.14
1355,speed,women,15133,5,5,7.41,,,5,FALL (7.41)
1355,speed,women,1888,6,6,7.47,,,6,9.53 (7.47)
1355,speed,women,7165,7,7,7.48,,,7,7.77 (7.48)
1355,speed,women,13025,8,8,7.51,,,8,7.82 (7.51)
1355,speed,women,12071,9,9,7.71,,,9,9.76 (7.71)
1355,speed,women,14119,10,10,7.81,,,10,7.81
1355,speed,women,14069,11,15,8.44,,,11,7.95
1355,speed,women,13437,12,12,8.18,,,12,8.01
1355,speed,women,14064,13,11,8.04,,,13,FALL (8.04)
1355,speed,women,14073,14,13,8.38,,,14,8.74 (8.38)
1355,speed,women,13551,15,14,8.4,,,15,9.65 (8.40)
1355,speed,women,3772,16,16,9.02,,,16,9.12 (9.02)
1355,speed,women,11517,17,17,9.37,,,,
1355,speed,women,14056,18,18,9.58,,,,
1355,speed,women,14568,19,19,9.6,,,,
1355,speed,women,14049,20,20,9.61,,,,
1355,speed,women,4221,21,21,9.64,,,,
1355,speed,women,4227,23,23,10.92,,,,
1355,speed,women,2995,24,24,FALSE START,,,,
1384,speed,women,13611,1,2,6.62,,,1,6.54
1384,speed,women,3311,2,9,6.91,,,2,6.75
1384,speed,women,2879,3,5,6.77,,,3,6.67
1384,speed,women,2941,4,6,6.81,,,4,6.79
1384,speed,women,2878,5,1,6.55,,,5,6.81 (6.55)
1384,speed,women,13154,6,4,6.72,,,6,6.67
1384,speed,women,569,7,3,6.68,,,7,7.02 (6.68)
1384,speed,women,11364,8,7,6.82,,,8,6.8
1384,speed,women,13606,9,8,6.83,,,9,6.92 (6.83)
1384,speed,women,14415,10,10,6.92,,,10,FALL (6.92)
1384,speed,women,1024,11,12,7.161,,,11,6.95
1384,speed,women,13373,12,15,7.2,,,12,7.1
1384,speed,women,3290,13,11,7.1,,,13,7.19 (7.10)
1384,speed,women,615,14,13,7.166,,,14,7.34 (7.16)
1384,speed,women,11594,15,14,7.167,,,15,7.21 (7.16)
1384,speed,women,966,16,16,7.22,,,16,7.35 (7.22)
1384,speed,women,3120,17,17,7.25,,,,
1384,speed,women,13761,18,18,7.26,,,,
1384,speed,women,3209,19,19,7.31,,,,
1384,speed,women,3524,20,20,7.34,,,,
1384,speed,women,2855,21,21,7.4,,,,
1384,speed,women,3357,22,22,7.44,,,,
1384,speed,women,511,23,23,7.62,,,,
1384,speed,women,13437,24,24,7.65,,,,
1384,speed,women,13158,25,25,7.81,,,,
1384,speed,women,13436,26,26,7.89,,,,
1384,speed,women,11360,27,27,7.98,,,,
1384,speed,women,13045,28,28,8.14,,,,
1384,speed,women,13438,29,29,8.66,,,,
1384,speed,women,11517,30,30,10.92,,,,
1384,speed,women,12308,31,31,10.98,,,,
1384,speed,women,2857,32,32,FALSE START,,,,
1369,speed,women,966,1,1,7.43,,,1,7.27
1369,speed,women,13373,2,3,7.509,,,2,7.34
1369,speed,women,13396,3,5,7.84,,,3,9.51
1369,speed,women,12395,4,2,7.503,,,4,FALL
1369,speed,women,14805,5,7,8.07,,,5,7.95 (7.72)
1369,speed,women,11595,6,6,8.04,,,6,8.36 (8.04)
1369,speed,women,11593,7,9,8.3,,,7,12.06 (8.30)
1369,speed,women,11596,8,13,8.67,,,8,9.19 (8.67)
1369,speed,women,12853,9,4,7.83,,,9,FALSE START (7.83)
1369,speed,women,13816,10,8,8.2,,,10,FALL (8.20)
1369,speed,women,12741,11,10,8.31,,,11,8.35 (8.31)
1369,speed,women,13346,12,11,8.38,,,12,8.82 (8.38)
1369,speed,women,15425,13,12,8.43,,,13,8.70 (8.43)
1369,speed,women,14193,14,14,8.81,,,14,8.72
1369,speed,women,15145,15,15,9.04,,,15,13.67 (9.04)
1369,speed,women,14267,16,16,9.47,,,16,9.64 (9.47)
1369,speed,women,1024,17,17,9.9,,,,
1369,speed,women,14498,18,18,9.93,,,,
1369,speed,women,13342,19,19,10.88,,,,
1369,speed,women,12528,20,20,12.21,,,,
1369,speed,women,995,21,21,13.48,,,,
1378,speed,women,11595,1,2,7.69,,,1,7.97
1378,speed,women,12395,2,1,7.46,,,2,FALL
1378,speed,women,14805,3,3,7.72,,,3,7.9
1378,speed,women,12853,4,4,8.04,,,4,8.69
1378,speed,women,995,5,5,8.34,,,5,8.45 (8.34)
1378,speed,women,13642,6,6,8.36,,,6,8.37 (8.36)
1378,speed,women,11596,7,8,8.38,,,7,8.36
1378,speed,women,14498,8,7,8.37,,,8,8.51 (8.37)
1378,speed,women,13052,9,9,8.55,,,,
1378,speed,women,15145,10,10,8.9,,,,
1378,speed,women,15144,11,11,9.01,,,,
1378,speed,women,12741,12,12,9.16,,,,
1378,speed,women,13651,13,13,9.18,,,,
1378,speed,women,14267,14,14,9.31,,,,
1378,speed,women,14193,15,15,9.63,,,,
1378,lead,women,12653,1,1,5.83,1,42+,1,TOP
1378,lead,women,328,2,1,5.83,3,31+,2,TOP
1378,lead,women,12358,3,9,13.04,4,31+,3,51+
1378,lead,women,12326,4,9,13.04,7,31.0,4,47+
1378,lead,women,1239,5,13,17.0,8,31.0,5,47+
1378,lead,women,12562,6,1,5.83,6,31.0,6,46+
1378,lead,women,13329,7,9,13.04,4,31+,7,45+
1378,lead,women,561,8,4,8.75,2,38+,8,25+
1378,lead,women,13312,9,7,11.29,9,30+,,
1378,lead,women,13313,9,7,11.29,9,30+,,
1378,lead,women,3098,11,15,17.97,11,30+,,
1378,lead,women,1453,12,21,21.77,12,30+,,
1378,lead,women,12476,13,12,15.43,13,30.0,,
1378,lead,women,11555,14,22,22.58,14,30.0,,
1378,lead,women,1526,15,24,23.96,15,30.0,,
1378,lead,women,13712,16,6,10.1,16,29+,,
1378,lead,women,12222,17,16,18.67,17,29+,,
1378,lead,women,363,18,18,19.56,18,29.0,,
1378,lead,women,1344,19,13,17.0,19,28+,,
1378,lead,women,8092,20,19,21.02,20,28+,,
1378,lead,women,13339,21,22,22.58,21,28.0,,
1378,lead,women,12324,22,4,8.75,22,26+,,
1378,lead,women,14692,23,19,21.02,23,26+,,
1378,lead,women,12794,24,16,18.67,24,21+,,
1378,lead,women,3425,25,25,24.22,,,,
1378,lead,women,12859,25,25,24.22,,,,
1378,lead,women,1013,25,25,24.22,,,,
1378,lead,women,13462,25,25,24.22,,,,
1378,lead,women,3882,25,25,24.22,,,,
1378,lead,women,697,30,30,24.74,,,,
1378,lead,women,3424,31,31,25.51,,,,
1378,lead,women,13335,32,32,25.75,,,,
1378,lead,women,12524,33,33,27.04,,,,
1378,lead,women,13614,34,34,27.66,,,,
1378,lead,women,12605,34,34,27.66,,,,
1378,lead,women,12576,34,34,27.66,,,,
1378,lead,women,12852,37,37,29.05,,,,
1378,lead,women,828,38,38,29.44,,,,
1378,lead,women,12835,39,39,32.05,,,,
1378,lead,women,12947,40,40,34.75,,,,
1378,lead,women,321,41,41,34.77,,,,
1378,lead,women,11692,41,41,34.77,,,,
1378,lead,women,13385,43,43,35.5,,,,
1378,lead,women,3086,44,44,38.24,,,,
1378,lead,women,13698,45,45,39.97,,,,
1378,lead,women,12796,46,46,41.19,,,,
1378,lead,women,11561,47,47,45.09,,,,
1378,lead,women,12248,48,48,46.17,,,,
1378,lead,women,12604,49,49,46.45,,,,
1378,lead,women,15930,50,50,48.22,,,,
1378,lead,women,11660,51,51,49.23,,,,
1378,lead,women,4135,52,52,51.24,,,,
1378,speed,men,13747,1,9,5.77,,,1,5.72
1378,speed,men,13353,2,3,5.53,,,2,FALL
1378,speed,men,13653,3,7,5.74,,,3,7.44
1378,speed,men,14497,4,5,5.64,,,4,FALL
1378,speed,men,1492,5,1,5.45,,,5,7.55 (5.45)
1378,speed,men,1317,6,4,5.62,,,6,5.66 (5.62)
1378,speed,men,11610,7,15,5.89,,,7,5.76
1378,speed,men,612,8,11,5.81,,,8,7.98 (5.81)
1378,speed,men,13703,9,2,5.49,,,9,FALL (5.49)
1378,speed,men,1263,10,6,5.69,,,10,6.49 (5.69)
1378,speed,men,14268,11,8,5.76,,,11,8.74 (5.76)
1378,speed,men,11603,12,10,5.8,,,12,5.90 (5.80)
1378,speed,men,1278,13,12,5.85,,,13,6.41 (5.85)
1378,speed,men,12830,14,13,5.86,,,14,5.90 (5.86)
1378,speed,men,13821,15,14,5.87,,,15,FALL (5.87)
1378,speed,men,12393,16,16,5.916,,,16,7.04 (5.91)
1378,speed,men,11738,17,17,5.917,,,,
1378,speed,men,12743,18,18,5.921,,,,
1378,speed,men,12310,19,19,5.928,,,,
1378,speed,men,13746,20,20,6.07,,,,
1378,speed,men,13795,21,21,6.22,,,,
1378,speed,men,14625,22,22,6.37,,,,
1378,speed,men,15536,23,23,6.59,,,,
1378,speed,men,14162,24,24,6.81,,,,
1378,speed,men,12398,25,25,6.83,,,,
1378,speed,men,12742,26,26,7.24,,,,
1378,speed,men,13806,27,27,7.7,,,,
1378,speed,men,14632,28,28,7.71,,,,
1378,speed,men,12494,29,29,9.21,,,,
1378,speed,men,2203,,,DNS,,,,
1378,lead,men,13316,1,6,6.36,5,40+,1,TOP
1378,lead,men,12480,2,1,3.35,1,48+,2,46+
1378,lead,men,2014,3,1,3.35,7,37+,3,44+
1378,lead,men,13289,4,7,8.49,4,41.0,4,44.0
1378,lead,men,11667,5,1,3.35,2,46.0,5,43+
1378,lead,men,13352,6,16,17.18,3,41+,6,43+
1378,lead,men,11915,7,24,22.91,8,36+,7,43+
1378,lead,men,12387,8,20,22.06,6,39+,8,33.0
1378,lead,men,13706,9,12,14.42,9,35+,,
1378,lead,men,13722,10,8,9.0,10,33.0,,
1378,lead,men,14691,11,14,16.51,11,33.0,,
1378,lead,men,12529,12,10,10.82,12,32+,,
1378,lead,men,13710,13,13,16.25,13,32+,,
1378,lead,men,516,15,1,3.35,15,31+,,
1378,lead,men,12848,16,15,16.84,16,31+,,
1378,lead,men,724,17,5,5.41,17,31.0,,
1378,lead,men,12565,18,17,18.91,18,31.0,,
1378,lead,men,12271,19,21,22.45,19,31.0,,
1378,lead,men,12334,20,9,9.95,20,29+,,
1378,lead,men,2767,21,11,11.96,21,29+,,
1378,lead,men,11506,22,19,21.98,22,29+,,
1378,lead,men,776,23,21,22.45,23,29+,,
1378,lead,men,1418,23,21,22.45,23,29+,,
1378,lead,men,1283,25,25,24.46,,,,
1378,lead,men,12340,26,26,25.46,,,,
1378,lead,men,11576,27,27,25.72,,,,
1378,lead,men,15628,28,28,26.08,,,,
1378,lead,men,11585,29,29,27.42,,,,
1378,lead,men,12255,30,30,27.5,,,,
1378,lead,men,12837,31,31,27.78,,,,
1378,lead,men,12224,32,32,28.11,,,,
1378,lead,men,13393,33,33,32.46,,,,
1378,lead,men,12600,34,34,33.02,,,,
1378,lead,men,13055,35,35,33.2,,,,
1378,lead,men,14215,36,36,33.37,,,,
1378,lead,men,12439,37,37,33.75,,,,
1378,lead,men,369,38,38,34.21,,,,
1378,lead,men,11497,39,39,34.29,,,,
1378,lead,men,12490,40,40,34.65,,,,
1378,lead,men,2894,41,41,36.23,,,,
1378,lead,men,13258,42,42,36.91,,,,
1378,lead,men,14729,43,43,38.49,,,,
1378,lead,men,12779,44,44,39.65,,,,
1378,lead,men,11509,45,45,41.24,,,,
1378,lead,men,13387,46,46,42.41,,,,
1378,lead,men,13457,47,47,45.0,,,,
1378,lead,men,4282,48,48,46.4,,,,
1378,lead,men,11776,49,49,46.7,,,,
1378,lead,men,12360,50,50,47.73,,,,
1378,lead,men,3780,51,51,47.83,,,,
1378,lead,men,11640,52,52,48.74,,,,
1378,lead,men,15940,53,53,49.84,,,,
1378,lead,men,2763,54,54,50.2,,,,
1378,lead,men,11777,55,55,51.44,,,,
1378,lead,men,2738,56,56,52.2,,,,
1378,lead,men,1410,57,57,54.25,,,,
1378,lead,men,11508,57,57,54.25,,,,
1378,lead,men,14481,59,59,57.66,,,,
1378,lead,men,13460,60,60,58.5,,,,
1378,lead,men,15647,61,61,59.99,,,,
1378,lead,men,15983,62,62,61.5,,,,
1369,speed,men,865,1,1,5.21,,,1,5.07
1369,speed,men,11701,2,3,5.42,,,2,5.21
1369,speed,men,11607,3,13,5.75,,,3,5.53
1369,speed,men,13353,4,2,5.36,,,4,11.48
1369,speed,men,6283,5,6,5.51,,,5,5.42
1369,speed,men,1511,6,5,5.45,,,6,7.82 (5.45)
1369,speed,men,1492,7,7,5.59,,,7,5.5
1369,speed,men,1317,8,9,5.67,,,8,5.67 (5.64)
1369,speed,men,11602,9,4,5.43,,,9,6.22 (5.43)
1369,speed,men,1547,10,8,5.6,,,10,5.78 (5.60)
1369,speed,men,14497,11,10,5.68,,,11,5.67
1369,speed,men,12494,12,11,5.69,,,12,FALL (5.69)
1369,speed,men,11610,13,12,5.74,,,13,7.59 (5.74)
1369,speed,men,12830,14,14,5.78,,,14,5.75
1369,speed,men,12742,15,15,5.83,,,15,7.01 (5.83)
1369,speed,men,12391,16,16,5.841,,,16,6.35 (5.84)
1369,speed,men,13746,17,17,5.842,,,,
1369,speed,men,11611,18,18,5.87,,,,
1369,speed,men,13653,19,19,5.89,,,,
1369,speed,men,12310,20,20,5.92,,,,
1369,speed,men,11738,21,21,5.93,,,,
1369,speed,men,12743,22,22,6.07,,,,
1369,speed,men,1278,23,23,6.2,,,,
1369,speed,men,2873,24,24,6.31,,,,
1369,speed,men,14268,25,25,6.4,,,,
1369,speed,men,13716,26,26,6.58,,,,
1369,speed,men,13747,27,27,6.83,,,,
1369,speed,men,15391,28,28,7.04,,,,
1369,speed,men,12393,29,29,7.37,,,,
1369,speed,men,12781,30,30,8.75,,,,
1384,speed,men,3340,1,2,4.95,,,1,4.83 (AsR)
1384,speed,men,13598,2,1,4.94,,,2,4.88
1384,speed,men,14416,3,6,5.078,,,3,4.99
1384,speed,men,1511,4,13,5.26,,,4,5.16
1384,speed,men,3324,5,3,4.99,,,5,9.28 (4.90)
1384,speed,men,3471,6,9,5.16,,,6,5.04
1384,speed,men,13592,7,10,5.17,,,7,6.21 (5.17)
1384,speed,men,3278,8,12,5.25,,,8,5.21
1384,speed,men,11395,9,4,5.05,,,9,7.34 (5.05)
1384,speed,men,13547,10,5,5.075,,,10,FALL (5.07)
1384,speed,men,3362,11,7,5.09,,,11,5.47 (5.09)
1384,speed,men,2099,12,16,5.33,,,12,5.09
1384,speed,men,11409,13,8,5.14,,,13,5.134
1384,speed,men,11381,14,14,5.28,,,14,5.19
1384,speed,men,11701,15,11,5.23,,,15,5.2
1384,speed,men,1547,16,15,5.32,,,16,5.57 (5.32)
1384,speed,men,474,17,17,5.34,,,,
1384,speed,men,3211,18,18,5.433,,,,
1384,speed,men,899,19,19,5.439 (5.460),,,,
1384,speed,men,865,20,20,5.439 (5.950),,,,
1384,speed,men,11602,21,21,5.45,,,,
1384,speed,men,3115,22,22,5.46,,,,
1384,speed,men,3208,23,23,5.483,,,,
1384,speed,men,494,24,24,5.489,,,,
1384,speed,men,2845,25,25,5.49,,,,
1384,speed,men,13153,26,26,5.5,,,,
1384,speed,men,1798,27,27,5.52,,,,
1384,speed,men,6283,28,28,5.59,,,,
1384,speed,men,12317,29,29,6.24,,,,
1384,speed,men,13851,30,30,6.88,,,,
1384,speed,men,1754,31,31,6.93,,,,
1384,speed,men,3361,32,32,7.93,,,,
1355,boulder,men,13040,1,3,5T5z 13 6,,,1,3T4z 11 11
1355,boulder,men,2307,2,7,4T5z 6 5,,,2,1T4z 1 13
1355,boulder,men,1214,3,5,4T5z 5 7,,,3,1T4z 7 9
1355,boulder,men,11871,4,1,5T5z 11 7,,,4,1T4z 7 12
1355,boulder,men,1245,5,1,5T5z 12 5,,,5,1T3z 3 12
1355,boulder,men,3131,6,5,4T5z 5 6,,,6,1T2z 3 4
1355,boulder,men,11490,7,9,4T5z 10 14,,,,
1355,boulder,men,1929,8,3,4T5z 4 8,,,,
1355,boulder,men,2276,9,7,4T5z 8 9,,,,
1355,boulder,men,11847,10,15,4T5z 11 9,,,,
1355,boulder,men,490,11,9,4T5z 8 8,,,,
1355,boulder,men,12329,11,19,3T5z 12 12,,,,
1355,boulder,men,11500,13,11,3T5z 3 6,,,,
1355,boulder,men,12496,14,13,4T5z 11 8,,,,
1355,boulder,men,2348,15,19,3T5z 7 12,,,,
1355,boulder,men,1187,16,15,3T5z 7 7,,,,
1355,boulder,men,1758,17,17,4T4z 5 4,,,,
1355,boulder,men,2309,18,11,4T5z 10 14,,,,
1355,boulder,men,3916,19,13,3T5z 6 10,,,,
1355,boulder,men,12239,20,17,3T5z 8 12,,,,
1355,boulder,men,2493,21,21,3T5z 8 9,,,,
1355,boulder,men,13853,21,21,3T5z 13 11,,,,
1355,boulder,men,11833,23,23,3T5z 13 13,,,,
1355,boulder,men,13990,23,23,3T4z 5 4,,,,
1355,boulder,men,4107,25,25,3T4z 6 5,,,,
1355,boulder,men,1131,25,25,3T4z 3 4,,,,
1355,boulder,men,3127,27,27,3T4z 5 6,,,,
1355,boulder,men,13301,27,27,3T4z 7 6,,,,
1355,boulder,men,13029,29,29,3T4z 9 9,,,,
1355,boulder,men,11390,29,29,3T4z 5 7,,,,
1355,boulder,men,518,31,31,2T5z 2 5,,,,
1355,boulder,men,1646,31,31,3T4z 5 8,,,,
1355,boulder,men,13627,33,33,2T5z 4 9,,,,
1355,boulder,men,1145,33,33,3T4z 6 4,,,,
1355,boulder,men,12452,35,35,3T4z 7 9,,,,
1355,boulder,men,13027,35,35,2T5z 5 15,,,,
1355,boulder,men,14975,37,37,3T4z 8 7,,,,
1355,boulder,men,318,37,37,2T5z 6 11,,,,
1355,boulder,men,1926,39,39,2T5z 3 10,,,,
1355,boulder,men,3991,39,39,2T5z 16 17,,,,
1355,boulder,men,1875,41,41,2T4z 2 4,,,,
1355,boulder,men,1058,41,41,2T5z 6 13,,,,
1355,boulder,men,911,43,43,2T4z 3 4,,,,
1355,boulder,men,11862,43,43,2T4z 3 17,,,,
1355,boulder,men,4283,45,45,2T4z 4 7,,,,
1355,boulder,men,1906,45,45,2T4z 3 5,,,,
1355,boulder,men,13030,45,45,2T4z 4 7,,,,
1355,boulder,men,13626,48,48,2T4z 3 12,,,,
1355,boulder,men,4019,49,49,2T4z 5 11,,,,
1355,boulder,men,1047,49,49,2T4z 4 5,,,,
1355,boulder,men,3665,51,51,2T4z 8 9,,,,
1355,boulder,men,13657,51,51,2T4z 5 4,,,,
1355,boulder,men,12903,53,53,1T3z 3 6,,,,
1355,boulder,men,3998,53,53,1T5z 2 13,,,,
1355,boulder,men,14061,55,55,1T4z 1 9,,,,
1355,boulder,men,3778,55,55,0T4z 0 4,,,,
1355,boulder,men,3141,57,57,0T3z 0 11,,,,
1355,boulder,men,4207,57,57,0T3z 0 7,,,,
1355,boulder,men,11382,59,59,0T2z 0 9,,,,
1355,boulder,men,11842,59,59,0T2z 0 7,,,,
1355,boulder,men,14888,61,61,0T1z 0 5,,,,
1355,boulder,men,14566,62,62,0T0z 0 0,,,,
1355,boulder,men,12045,,,DNS,,,,
1355,speed,men,13034,1,1,4.99,,,1,4.89
1355,speed,men,1798,2,11,5.482,,,2,6.71
1355,speed,men,13703,3,15,5.553,,,3,5.48
1355,speed,men,1027,4,4,5.26,,,4,7.21
1355,speed,men,13592,5,3,5.24,,,5,6.82 (5.21)
1355,speed,men,10798,6,7,5.34,,,6,7.90 (5.34)
1355,speed,men,1908,7,8,5.41,,,7,5.35
1355,speed,men,13999,8,12,5.487,,,8,5.41
1355,speed,men,1511,9,2,5.19,,,9,6.40 (5.19)
1355,speed,men,3397,10,5,5.3,,,10,5.55 (5.30)
1355,speed,men,13600,11,6,5.33,,,11,5.85 (5.33)
1355,speed,men,1754,12,9,5.44,,,12,FALL (5.44)
1355,speed,men,13604,13,10,5.45,,,13,5.50 (5.45)
1355,speed,men,1492,14,13,5.51,,,14,6.25 (5.51)
1355,speed,men,14963,15,14,5.52,,,15,6.11 (5.52)
1355,speed,men,13060,16,16,5.557,,,16,5.67 (5.55)
1355,speed,men,14051,17,17,5.6,,,,
1355,speed,men,11893,18,18,5.7,,,,
1355,speed,men,13043,19,19,5.71,,,,
1355,speed,men,13353,20,20,5.77,,,,
1355,speed,men,3410,21,21,5.78,,,,
1355,speed,men,15481,22,22,5.81,,,,
1355,speed,men,11381,23,23,5.813,,,,
1355,speed,men,10820,24,24,5.85,,,,
1355,speed,men,12310,25,25,5.93 (AfR),,,,
1355,speed,men,11603,26,26,5.96,,,,
1355,speed,men,15483,27,27,6.0,,,,
1355,speed,men,15482,28,28,6.11,,,,
1355,speed,men,11854,29,29,6.16,,,,
1355,speed,men,13806,31,31,6.2,,,,
1355,speed,men,14009,32,32,6.22,,,,
1355,speed,men,14557,33,33,6.67,,,,
1355,speed,men,14987,34,34,6.92,,,,
1355,speed,men,11881,35,35,6.99,,,,
1355,speed,men,13914,36,36,7.04,,,,
1355,speed,men,1263,38,38,FALSE START,,,,
1366,boulder,men,574,1,7,6T6z 9 7,3,3T4z 13 11,1,4T4z 4 4
1366,boulder,men,390,2,3,6T6z 8 6,4,3T3z 9 5,2,3T4z 4 6
1366,boulder,men,1187,3,4,6T6z 8 7,1,3T4z 9 8,3,3T4z 8 4
1366,boulder,men,12382,4,6,6T6z 9 6,7,2T4z 4 15,4,2T4z 3 9
1366,boulder,men,11569,5,2,6T6z 7 7,5,2T4z 4 12,5,2T4z 3 12
1366,boulder,men,12313,6,8,6T6z 10 6,8,2T4z 5 18,6,1T4z 2 9
1366,boulder,men,12629,7,10,6T6z 11 6,2,3T4z 9 10,7,1T3z 1 5
1366,boulder,men,13417,8,8,6T6z 10 6,6,2T4z 4 14,8,0T4z 0 8
1366,boulder,men,11576,9,14,5T6z 9 7,9,2T4z 6 18,,
1366,boulder,men,11580,10,13,5T6z 8 8,10,2T3z 4 4,,
1366,boulder,men,3998,11,19,4T6z 5 7,11,2T3z 7 8,,
1366,boulder,men,13210,12,11,5T6z 6 7,12,2T3z 11 16,,
1366,boulder,men,505,13,4,6T6z 8 7,13,2T2z 2 2,,
1366,boulder,men,13316,14,1,6T6z 6 6,14,1T3z 1 11,,
1366,boulder,men,1005,15,16,5T6z 11 10,15,1T3z 3 6,,
1366,boulder,men,12565,16,21,4T6z 5 13,16,1T3z 4 7,,
1366,boulder,men,953,17,12,5T6z 7 8,17,1T2z 8 5,,
1366,boulder,men,11851,18,24,4T6z 7 9,18,0T3z 0 11,,
1366,boulder,men,2202,19,15,5T6z 9 8,19,0T3z 0 16,,
1366,boulder,men,1332,20,20,4T6z 5 9,20,0T3z 0 18,,
